,tweets,sentiment,tidy_tweets,absolute_tidy_tweets,key_phrases
546,"@maaltiese @tr4vicky 20k sharing 

lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plu… https://t.co/eYoBvOcpiB",pos,"@maaltiese @tr4vicky 20k sharing lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plu…",maaltiese trvicky k sharing lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plu,"['tr4vicky 20k', 'lagi nyari app premium', 'bulgegi punya nih', 'disney plu…']"
547,"DISNEY+ HOTSTAR
— Sharing 25k/1 bulan
— Sharing 40k/3 bulan
— Private 40k/1 bulan
— Private 75k/3 bulan

✅ legal 
🔒… https://t.co/V7TYznOu92",pos,DISNEY+ HOTSTA — Sharing 25k/1 bulan — Sharing 40k/3 bulan — Private 40k/1 bulan — Private 75k/3 bulan ✅ legal 🔒…,DISNEY HOTSTA Sharing k bulan Sharing k bulan Private k bulan Private k bulan legal,"['disney', 'hotsta —', '25k/1 bulan —', '40k/3 bulan — private 40k/1 bulan — private 75k/3 bulan ✅ legal 🔒…']"
548,Correct the sacred timeline by watching our Disney Plus review episode live Friday night!#podcast #Loki… https://t.co/PwiuelXulR,pos,Correct the sacred timeline by watching our Disney Plus review episode live Friday night!#podcast #Loki…,Correct sacred timeline watching Disney Plus review episode live Friday,"['correct sacred timeline', 'disney plus review episode', 'friday']"
549,J'aurais jamais cru que Disney laisserait sa mascotte se faire traiter de cette façon (très trash). En plus c'est s… https://t.co/x9VrAGOG8c,pos,J'aurais jamais cru que Disney laisserait sa mascotte se faire traiter de cette façon (très trash). En plus c'est s…,Jaurais jamais cru que Disney laisserait sa mascotte se faire traiter de cette faon trs trash En plus cest,"[""' aurais jamais cru que disney laisserait sa mascotte se faire traiter de cette façon"", 'en']"
550,"▪Grammarly
▪Canva
▪Disney Plus
▪Quillbot
▪Amazon Prime
▪Skillshare
▪Youtube Premium 1 &amp; 4 months
▪Duolingo
▪Picsart… https://t.co/rRR0WHwyV5",pos,▪Grammarly ▪Canva ▪Disney Plus ▪Quillbot ▪Amazon Prime ▪Skillshare ▪Youtube Premium 1 &amp; 4 months ▪Duolingo ▪Picsart…,Grammarly Canva Disney Plus Quillbot Amazon Prime Skillshare Youtube Premium amp month Duolingo Picsart,"['▪grammarly ▪canva ▪disney plus ▪quillbot ▪amazon prime ▪skillshare ▪youtube premium 1', 'months ▪duolingo ▪picsart…']"
551,"@achilleschant e isso adianta?? pq de qualquer forma você paga o disney plus todo mes, assistindo ou não, então na… https://t.co/wt9TU2UyDG",pos,"@achilleschant e isso adianta?? pq de qualquer forma você paga o disney plus todo mes, assistindo ou não, então na…",achilleschant e isso adianta pq de qualquer forma voc paga disney plus todo me assistindo ou ento na,"['achilleschant e isso adianta', 'pq de qualquer forma você paga', 'assistindo ou não', 'então na…']"
552,anastasia is so good its on disney plus and im so excited,pos,anastasia is so good its on disney plus and im so excited,anastasia good disney plus im excited,[]
553,"🌟JUAL APLIKASI PREMIUM 🌟

✓ Bergaransi
✓ Cepat

Fastresp bisa langsung chat ke @frequeenzy

tag. Promo jajan beli n… https://t.co/kfk7Rqcmu0",pos,🌟JUAL APLIKASI PEMIUM 🌟 ✓ Bergaransi ✓ Cepat Fastresp bisa langsung chat ke @frequeenzy tag. Promo jajan beli n…,JUAL APLIKASI PEMIUM Bergaransi Cepat Fastresp bisa langsung chat ke frequeenzy tag Promo jajan beli n,"['🌟jual aplikasi pemium 🌟 ✓ bergaransi ✓ cepat fastresp bisa langsung chat ke', 'frequeenzy tag', 'promo jajan beli n…']"
554,'Loki': todo lo que sabemos sobre la temporada 2 de la serie de Marvel para Disney+ con Tom Hiddleston… https://t.co/GequUAd3pr,pos,'Loki': todo lo que sabemos sobre la temporada 2 de la serie de Marvel para Disney+ con Tom Hiddleston…,Loki todo lo que sabemos sobre la temporada de la serie de Marvel para Disney con Tom Hiddleston,"[""' loki"", 'de la serie de marvel para disney', 'con tom hiddleston…']"
555,"RT @etnow: ET has your exclusive first look at the @DisneyAnimation short films coming to #DisneyPlus: 

https://t.co/8dPf1KaDtO",pos,ET has your exclusive first look at the @DisneyAnimation short films coming to #DisneyPlus:,ET exclusive first look DisneyAnimation short film coming,['et']
556,"@hoonieacey lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yo… https://t.co/8k26TcllnU",pos,"@hoonieacey lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva, yo…",hoonieacey lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv canva yo,"['hoonieacey lagi nyari app premium', 'bulgegi punya nih']"
557,my friend lent me her disney plus account because i love marvel. time to watch loki and cry,pos,my friend lent me her disney plus account because i love marvel. time to watch loki and cry,friend lent disney plus account love marvel time watch loki cry,[]
558,I wanna watch black widow but I don’t wanna order it on Disney plus 😐 https://t.co/6cBncQ36RV,neg,I wanna watch black widow but I don’t wanna order it on Disney plus 😐,I wanna watch black widow I dont wanna order Disney plus,"['black widow', '’ t', 'disney']"
559,"@hitannies @moonfairymomo @billboard You entered the chat unprovoked &amp; on Karen time.
Beyonce has been charting for… https://t.co/81oUVDPkWy",pos,@hitannies @moonfairymomo @billboard You entered the chat unprovoked &amp; on Karen time. Beyonce has been charting for…,hitannies moonfairymomo billboard You entered chat unprovoked amp Karen time Beyonce charting,"['karen time', 'beyonce', 'charting for…']"
560,muito engraçado que os semideuses que estão dizendo que não vão assistir pjo na disney plus pra não dar dinheiro pr… https://t.co/25hsqIsD7W,pos,muito engraçado que os semideuses que estão dizendo que não vão assistir pjo na disney plus pra não dar dinheiro pr…,muito engraado que o semideuses que esto dizendo que vo assistir pjo na disney plus pra dar dinheiro pr,"['muito engraçado que os semideuses que estão dizendo que não vão assistir pjo', 'pra não dar dinheiro pr…']"
561,"@GerberKawasaki Ya same with my kids (3.5 yrs) and myself, zero Netflix but my wife watches a bunch sonwe keep it..… https://t.co/22RUqRR5wQ",pos,"@GerberKawasaki Ya same with my kids (3.5 yrs) and myself, zero Netflix but my wife watches a bunch sonwe keep it..…",GerberKawasaki Ya kid yr zero Netflix wife watch bunch sonwe keep,"['gerberkawasaki ya same', 'zero netflix', 'bunch sonwe']"
562,pfv Disney Plus lança logo a segunda temporada de the owl house ou eu vou entrar em depressão,pos,pfv Disney Plus lança logo a segunda temporada de the owl house ou eu vou entrar em depressão,pfv Disney Plus lana logo segunda temporada de owl house ou eu vou entrar em depresso,"['pfv disney plus lança logo', 'segunda temporada de', 'owl house ou eu vou entrar']"
563,@tvbbosbsf YOU CAN WATCH IT ON DISNEY PLUS BTW :0,pos,@tvbbosbsf YOU CAN WATCH IT ON DISNEY PLUS BTW :0,tvbbosbsf YOU CAN WATCH IT ON DISNEY PLUS BTW,['disney plus btw']
564,"RT @helisonsm: Disney+ | 🇺🇸 
Outros destaques de agosto no Disney Plus dos EUA:
➕ Sobrevivendo no Alasca (T1-2)
➕ Os Vídeos Mais Divertidos…",pos,Disney+ | 🇺🇸 Outros destaques de agosto no Disney Plus dos EUA: ➕ Sobrevivendo no Alasca (T1-2) ➕ Os Vídeos Mais Divertidos…,Disney Outros destaques de agosto Disney Plus do EUA Sobrevivendo Alasca T Os Vdeos Mais Divertidos,"['disney', '| 🇺🇸 outros destaques de agosto', 'disney plus dos eua', '➕ sobrevivendo', 'alasca', 't1-2', '➕ os vídeos mais divertidos…']"
565,🏷 spotify premium netflix ph affordable cheap viu crunchyroll shared spotify solo vpn iwant quizlet skillshare crun… https://t.co/uBqioXRRWG,pos,🏷 spotify premium netflix ph affordable cheap viu crunchyroll shared spotify solo vpn iwant quizlet skillshare crun…,spotify premium netflix ph affordable cheap viu crunchyroll shared spotify solo vpn iwant quizlet skillshare crun,"['premium netflix ph affordable cheap viu crunchyroll', 'solo vpn iwant quizlet skillshare crun…']"
566,"⁀➷other premium accounts

• gcash/ load (+fee)
• since 2020
• 3k+ vouches 

❃ apple music disney plus hbo max go yt… https://t.co/TjdqI9QqCl",pos,⁀➷other premium accounts • gcash/ load (+fee) • since 2020 • 3k+ vouches ❃ apple music disney plus hbo max go yt…,premium account gcash load fee since k vouches apple music disney plus hbo max go yt,"['⁀➷other premium accounts • gcash/ load', '2020 • 3k', 'vouches ❃ apple music disney', 'hbo max']"
567,"@taehyungwibu 11k yuk

lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv… https://t.co/Wk9rZ9bQhx",pos,"@taehyungwibu 11k yuk lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv…",taehyungwibu k yuk lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv,"['taehyungwibu 11k yuk lagi nyari app premium', 'bulgegi punya nih']"
568,Anyone got Disney plus I can borrow ? 🙏🏽😂,pos,Anyone got Disney plus I can borrow ? 🙏🏽😂,Anyone got Disney plus I borrow,['disney']
569,disney plus fuckign SUCKS,neg,disney plus fuckign SUCKS,disney plus fuckign SUCKS,['fuckign sucks']
570,"@_IamFudo Mhm!! I'm gonna rewatch this gem, think it's on Disney plus.. Can't remember. oAo",pos,"@_IamFudo Mhm!! I'm gonna rewatch this gem, think it's on Disney plus.. Can't remember. oAo",IamFudo Mhm Im gonna rewatch gem think Disney plus Cant remember oAo,"['_ iamfudo mhm', 'disney']"
571,Every day Disney Plus email me bout them soon cancel my subscription. Cancel the fuck and leave me alone!,neg,Every day Disney Plus email me bout them soon cancel my subscription. Cancel the fuck and leave me alone!,Every day Disney Plus email bout soon cancel subscription Cancel fuck leave alone,['day disney plus email']
572,@CAWKASlAN @rowIfthedog u got disney plus?,pos,@CAWKASlAN @rowIfthedog u got disney plus?,CAWKASlAN rowIfthedog u got disney plus,[]
573,@jordii_ravaas Lol u right. Mi just a dead fi see this rn. I have Disney plus but I need big screen,pos,@jordii_ravaas Lol u right. Mi just a dead fi see this rn. I have Disney plus but I need big screen,jordiiravaas Lol u right Mi dead fi see rn I Disney plus I need big screen,"['mi', 'dead fi', 'disney', 'need big screen']"
574,"might get disney plus, feeling rich",pos,"might get disney plus, feeling rich",might get disney plus feeling rich,[]
575,I’m obsessed with #HSMTMTS @HSMTheSeries finally got to watch it. The Disney plus always crashes so I always cancel… https://t.co/GbKwb14rjH,neg,I’m obsessed with #HSMTMTS @HSMTheSeries finally got to watch it. The Disney plus always crashes so I always cancel…,Im obsessed HSMTheSeries finally got watch The Disney plus always crash I always cancel,"['’ m', 'disney']"
576,"RT @GeekZoneGZ: ¡OJO! ¡El 4 de Agosto llegarán nuevos episodios de 'MARVEL STUDIOS LEGENDS' a Disney Plus!

Se centrarán en 'WHAT IF...?' y…",pos,¡OJO! ¡El 4 de Agosto llegarán nuevos episodios de 'MAVEL STUDIOS LEGENDS' a Disney Plus! Se centrarán en 'WHAT IF...?' y…,OJO El de Agosto llegarn nuevos episodios de MAVEL STUDIOS LEGENDS Disney Plus Se centrarn en WHAT IF,"['¡el', 'de agosto llegarán nuevos episodios de', ""' mavel studios legends"", ""' disney plus"", 'se centrarán']"
577,"""You Have a Disney Plus Show, Don't You Fuck Face""",neg,"""You Have a Disney Plus Show, Don't You Fuck Face""",You Have Disney Plus Show Dont You Fuck Face,"['disney plus show', 'face']"
578,Every American when the power goes out and they can’t access Disney plus or Facebook https://t.co/GYF6VPkIwc,pos,Every American when the power goes out and they can’t access Disney plus or Facebook,Every American power go cant access Disney plus Facebook,"['american', '’ t access disney', 'facebook']"
579,"RT @MProjectsUpdate: Legends episodes focused on Peggy Carter, The Avengers Initiative and The Ravagers will all be released on Disney+ on…",pos,"Legends episodes focused on Peggy Carter, The Avengers Initiative and Theavagers will all be released on Disney+ on…",Legends episode focused Peggy Carter The Avengers Initiative Theavagers released Disney,"['peggy carter', 'avengers initiative', 'theavagers', 'disney']"
580,"1:00 e chorando copiosamente com Luca da Disney plus, que filme lindo pprt",pos,"1:00 e chorando copiosamente com Luca da Disney plus, que filme lindo pprt",e chorando copiosamente com Luca da Disney plus que filme lindo pprt,"['1:00 e chorando copiosamente com luca da disney', 'que filme lindo pprt']"
581,🏷 spotify premium netflix ph affordable cheap viu crunchyroll shared spotify solo iwant quizlet skillshare ebooks c… https://t.co/eYxwSiZ3ip,pos,🏷 spotify premium netflix ph affordable cheap viu crunchyroll shared spotify solo iwant quizlet skillshare ebooks c…,spotify premium netflix ph affordable cheap viu crunchyroll shared spotify solo iwant quizlet skillshare ebooks c,"['premium netflix ph affordable cheap viu crunchyroll', 'solo iwant quizlet skillshare ebooks c…']"
582,"- SPOTIFY -
1 month - ₱10
2 months - ₱15
3 months - ₱20
- YOUTUBE - 
1 month (via inv) - ₱10
1 month (solo) - ₱15
4… https://t.co/UQ9ZYgKAmd",pos,- SPOTIFY - 1 month - ₱10 2 months - ₱15 3 months - ₱20 - YOUTUBE - 1 month (via inv) - ₱10 1 month (solo) - ₱15 4…,SPOTIFY month month month YOUTUBE month via inv month solo,['₱15 4…']
583,@giofrefirexd AY BLDA ME ASUSTE PENSE QUE LA HABIAN SACADL DE DISNEY PLUS ALDKKAKS,pos,@giofrefirexd AY BLDA ME ASUSTE PENSE QUE LA HABIAN SACADL DE DISNEY PLUS ALDKKAKS,giofrefirexd AY BLDA ME ASUSTE PENSE QUE LA HABIAN SACADL DE DISNEY PLUS ALDKKAKS,"['giofrefirexd ay blda', 'asuste pense que la habian sacadl de disney plus aldkkaks']"
584,Tô meio off pq tô fazendo valer cada centavo que paguei no Disney plus pra cancelar depois,pos,Tô meio off pq tô fazendo valer cada centavo que paguei no Disney plus pra cancelar depois,T meio pq fazendo valer cada centavo que paguei Disney plus pra cancelar depois,"['tô meio', 'pq tô fazendo valer cada centavo que paguei', 'disney', 'pra cancelar depois']"
585,🏷 spotify premium netflix ph affordable cheap viu crunchyroll shared spotify solo vpn iwant quizlet skillshare crun… https://t.co/4QxqpSv70v,pos,🏷 spotify premium netflix ph affordable cheap viu crunchyroll shared spotify solo vpn iwant quizlet skillshare crun…,spotify premium netflix ph affordable cheap viu crunchyroll shared spotify solo vpn iwant quizlet skillshare crun,"['premium netflix ph affordable cheap viu crunchyroll', 'solo vpn iwant quizlet skillshare crun…']"
586,"@valmxv y las series también

disney plus y amazon le están dando fuertemente",pos,@valmxv y las series también disney plus y amazon le están dando fuertemente,valmxv la series tambin disney plus amazon le estn dando fuertemente,"['valmxv y las series también disney', 'y amazon le están dando fuertemente']"
587,ใน Disney plus มีอะไรน่าดูบ้างน้า https://t.co/NBR1213pam,pos,ใน Disney plus มีอะไรน่าดูบ้างน้า,Disney plus,['ใน disney']
588,"@ddo_y0ung 40k

lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva… https://t.co/0L2KTUalxX",pos,"@ddo_y0ung 40k lagi nyari app premium? @bulgegi punya nih, netflix, spotify indplan, disney plus, viu, wetv, canva…",ddoyung k lagi nyari app premium bulgegi punya nih netflix spotify indplan disney plus viu wetv canva,"['ddo_y0ung 40k lagi nyari app premium', 'bulgegi punya nih']"
